,Title,Director,Production,Music Composer,Cast,Genre,Release Date,Year
1867,Chattaniki Kallu Levu,S. A. Chandrasekhar,unknown,unknown,Chiranjeevi,unknown,1981,1981
1868,Chinnaari Chittibaau,Gopalakrishnan,unknown,unknown,unknown,unknown,1981,1981
1869,Dabbu Dabbu Dabbu,Vijaya Baapineedu,unknown,unknown,Mohan Babu,unknown,1981,1981
1870,Devudu Mamayya,K. Vasu,unknown,unknown,Shobhan Babu,unknown,1981,1981
1871,Guru Sishyulu,K. Bapayya,unknown,unknown,ANR,unknown,1981,1981
1872,Illalu,Rama Rao Tatineni,unknown,unknown,Shobhan Babu,unknown,1981,1981
1873,Jeevitha Ratham,V. Madhusudan Rao,unknown,unknown,Rati Agnihotri,unknown,1981,1981
1874,Kirayi Rowdylu,Kodanda Rami Reddy A.,unknown,unknown,Chiranjeevi,unknown,1981,1981
1875,Kondaveeti Simham,K. Raghavendra Rao,unknown,unknown,N. T. Rama Rao,unknown,1981,1981
1876,Maha Purushudu,P. Lakshmi Deepak,unknown,unknown,N. T. Rama Rao,unknown,1981,1981
1877,Mudda Mandaram,Jandhyala Subramanya Sastry,unknown,unknown,Poornima,unknown,1981,1981
1878,Nyayam Kavali,Kodanda Rami Reddy A.,unknown,unknown,Raadhika,unknown,1981,1981
1879,O Amma Katha,Vasanta Sen,unknown,unknown,Sharada,unknown,1981,1981
1880,Oorukichchina Maata,Balaiah M.,unknown,unknown,Chiranjeevi,unknown,1981,1981
1881,Ooruki Monagadu,K. Raghavendra Rao,unknown,unknown,Raogopalrao,unknown,1981,1981
1882,Pakkinti Ammayi,K. Vasu,unknown,unknown,Jayasudha,Comedy,1981,1981
1883,Parvathi Parameswarulu,M. S. Koti Reddy,unknown,unknown,Chiranjeevi,unknown,1981,1981
1884,Patalam Pandu,unknown,unknown,unknown,Mohan Babu,unknown,1981,1981
1885,Prema Mandiram,Dasari Narayana Rao,unknown,unknown,Akkineni Nageshwara Rao,unknown,1981,1981
1886,Prema Natakam,Subba Rao Katta,unknown,unknown,Sharada,unknown,1981,1981
1887,Prema Pichchi,C. V. Rajendran,unknown,unknown,Rati Agnihotri,unknown,1981,1981
1888,Prema Simhasanam,Dasari Narayana Rao,unknown,unknown,N. T. Rama Rao,unknown,1981,1981
1889,Premabhishekam,Dasari Narayana Rao,unknown,unknown,Akkineni Nageshwara Rao,unknown,1981,1981
1890,Priya,S. P. Chitti Babu,unknown,unknown,Chiranjeevi,unknown,1981,1981
1891,Puli Bidda,V. Madhusudan Rao,unknown,unknown,Krishnam Raju,unknown,1981,1981
1892,Radha Kalyanam,Bapu,unknown,unknown,Chandramohan,unknown,1981,1981
1893,Ragile Jwala,K. Raghavendra Rao,unknown,unknown,Krishnam Raju,unknown,1981,1981
1894,Amavasya Chandrudu,Singeetam Srinivasa Rao,unknown,unknown,Kamal Haasan,unknown,1981,1981
1895,Rani Kasula Rangamma,T. L. V. Prasad,unknown,unknown,Chiranjeevi,unknown,1981,1981
1896,Sandhya Ragam,A. S. Ramachandra Rao,unknown,unknown,Gummadi,unknown,1981,1981
1897,Saptapadi,Kashinathuni Vishwanath,unknown,unknown,J. V. Somayajulu,unknown,1981,1981
1898,Satyabhama,K. Raghavendra Rao,unknown,unknown,Chandramohan,unknown,1981,1981
1899,Satyam Shivam,K. Raghavendra Rao,unknown,unknown,N. T. Rama Rao,unknown,1981,1981
1900,Seethakoka Chilaka,Bharathiraja,unknown,unknown,Karthik,unknown,1981,1981
1901,Siddhalingeshwara Mahima,Hunsur Krishnamurthy,unknown,unknown,unknown,unknown,1981,1981
1902,Srirasthu Subhamasthu,Katta Subba Rao,unknown,unknown,Chiranjeevi,unknown,1981,1981
1903,Swapna,Dasari Narayana Rao,unknown,unknown,Swapna,unknown,1981,1981
1904,Taxi Driver,S. P. Chitti Babu,unknown,unknown,Krishnam Raju,unknown,1981,1981
1905,Tirugu Leni Manishi,K. Raghavendra Rao,unknown,unknown,Rati Agnihotri,unknown,1981,1981
1906,Todu Dongalu,K. Vasu,unknown,unknown,Krishna,unknown,1981,1981
1907,Tyagayya,Bapu,unknown,unknown,J. V. Somayajulu,unknown,1981,1981
1908,Viswaroopam,Dasari Narayana Rao,unknown,unknown,N. T. Rama Rao,unknown,1981,1981
1909,Pranaya Geetham,P. Sambasiva Rao,unknown,unknown,Chandra Mohan,unknown,1981,1981
1910,Gaja Donga,K. Raghavendra Rao,unknown,unknown,N. T. Rama Rao,unknown,1981,1981
1911,Prema Kanuka,K. Raghavendra Rao,unknown,unknown,Akkineni Nageswara Rao,unknown,1981,1981
1912,Srivari Muchatlu,Dasari Narayana Rao,unknown,unknown,Akkineni Nageswara Rao,unknown,1981,1981
1913,Bhakta Tulasidas,Lanka Satyam,Sri Raja Rajeswari Films,B. Narasimha Rao,K. Raghuramaiah,Biography,"10 April 1946
",1946
1914,Griha Pravesam,L. V. Prasad,"Saradhi Films
",Nalini Kanta Rao,L. V. Prasad,Drama,"10 October 1946
",1946
1915,Mangalasutram,D. N. Kotnis,"Prabhakar Productions
",P. Muniswamy,"K. Prabhakar Rao, ",Drama,"12 December 1946
",1946
1916,Mugguru Maratilu,Ghantasala Balaramayya,"Pratibha Productions
",Ogirala Ramachandra Rao,A. Nageswara Rao,Historical,"31 May 1946
",1946
1917,Narada Naradhi,C. Pullaiah,"Jaganmani Productions
",Susarla Dakshinamurthi,Mudigonda Lingamurthy,Mythology,"6 April 1946
",1946
1918,Returning Soldier,unknown,"Victory Films
",unknown,unknown,unknown,"
",1946
1919,Sethu Bandhanam,R. Padmanabhan,"Jyothi Pictures
",Susarla Dakshinamurthi,"M. Ramana Rao, ",Epic,"
",1946
1920,Tyagayya,Chittor V. Nagaiah,"Renuka Films
",Chittor V. Nagaiah,Chittor V. Nagaiah,Biography,"1 November 1946
",1946
1921,Vanarani,A. Surya,"
",unknown,G. Varalakshmi,Folklore,"
",1946
1922,Brahma Ratham,Ch. Narayana Murthy,"Venkatarama Pictures
","T. A. Motibabu
",K. Raghuramaiah,"Mythology
","29 October 1947
",1947
1923,Gollabhama,C. Pullaiah,"Sobhanachala Pictures
",S. B. Dinakara Rao,K. Raghuramaiah,"Folklore
","22 February 1947
",1947
1924,Palnati Yuddham,"Saradhi Films
",L. V. Prasad,Gali Penchala Narasimha Rao,Govindarajula Subba Rao,"Historical
","24 September 1947
",1947
1925,Radhika,"Sri Chatrapathi Pictures
","K. Sadasiva Rao
",S. Hanumantha Rao,K. Raghuramaiah,"Mythology
","20 February 1947
",1947
1926,Varudhini,"B. V. Ramanandam
","Ananda Pictures
","K. Bhujanga Rao
",S. V. Ranga Rao,"Mythology
","11 January 1947
",1947
1927,Yogi Vemana,K. V. Reddy,Vauhini Studios,Chittor V. Nagaiah,Chittor V. Nagaiah,"Biopic
","10 April 1947
",1947
1928,Balaraju,Ghantasala Balaramayya,"Prathibha Productions
",Gali Penchala Narasimha Rao,A. Nageswara Rao,"Folklore
","26 February 1948
",1948
1929,Bhakta Sriyala,"G. Ramakrishna Rao
","
","Subrahmanya Devara
",C. S. R. Anjaneyulu,"Devotional
","30 June 1948
",1948
1930,Drohi,L. V. Prasad,"Swatantra Films
",Pendyala Nageswara Rao,C. Lakshmi Rajyam,"Drama
","10 December 1948
",1948
1931,Geetanjali,"T. Hanumantha Rao
","Shyamala Films
","K. Prakasa Rao
","Jandhyala Gaurinatha Sastry, ","Drama
","5 March 1948
",1948
1932,Madalasa,Ch. Narayana Murthy,"Sri Sobhanachala Pictures
",S. Hanumantha Rao,K. Raghuramaiah,"Mythology
","29 May 1948
",1948
1933,Ratnamala,Bharani Pictures,P. S. Ramakrishna Rao,C. R. Subburaman,P. Bhanumathi,C. R. Subburaman,"2 January 1948
",1948
1934,Suvarnamala,"K. Sadasiva Rao
","Suvarnalata Pictures
","Addepalli Rama Rao
",R. Balasaraswathi,"Drama
","15 August 1948
",1948
1935,Vindhyarani,C. Pullaiah,"Vyjayanthi Pictures
",S. Rajeswara Rao,"Ramana Rao, ","Mythology
","14 January 1948
",1948
1936,Abhisyanta Kalapam,"H. V. Babu
","
","
","
","
","
",1949
1937,Apna Desh,V. Shantaram,Rajkamal Kalamandir,Purushottam,"Pushpa Hans, Umesh Sharma, ","Social
","17 July 1949
",1949
1938,Dharmangadha,"H. V. Babu
","Swastik Films
",Gali Penchala Narasimha Rao,Govindarajula Subba Rao,"Drama
","1 October 1949
",1949
1939,Gunasundari Katha,K. V. Reddy,Vauhini Studios,Addepalli Rama Rao,Govindarajula Subba Rao,"Folklore
","28 December 1949
",1949
1940,Keelu Gurram,"Raja of Mirzapur
","Sobhanachala Pictures
",Ghantasala,A. Nageswara Rao,"Folklore
","19 February 1949
",1949
1941,Laila Majnu,P. S. Ramakrishna Rao,Bharani Pictures,C. R. Subburaman,A. Nageswara Rao,"Romance
","1 October 1949
",1949
1942,Mana Desam,L. V. Prasad,"M. R. A. Productions
",Ghantasala,Chittor V. Nagaiah,"Social
","24 November 1949
",1949
1943,Raksha Rekha,"R. Padmanabhan
","R. Padmanabhan Productions
",Ogirala Ramachandra Rao,A. Nageswara Rao,"Folklore
","30 April 1949
",1949
1944,Aahuti,"Naveena Films
","R. S. Junnarkar
",S. Rajeswara Rao,Aarani Satyanarayana,"Drama
","22 June 1950
",1950
1945,Adhrusta Deepudu,"T. N. T. Productions
","S. Soundararajan
","Addepalli Rama Rao
",Suryakumari,"Drama
","27 October 1950
",1950
1946,Apoorva Sahodarulu,Gemini Studios,C. Pullaiah,S. Rajeswara Rao,M. K. Radha,"Action
","14 January 1950
",1950
1947,Beedala Patlu,Pakshiraja Studios,K. Ramnoth,S. M. Subbaiah Naidu,V. Nagaiah,"Social
","9 December 1950
",1950
1948,Jeevitham,AVM Productions,A. V. Meiyappan,"R. Sudarsanam
",Vyjayanthimala,"Drama
","14 July 1950
",1950
1949,Lakshmamma,"Sobhanachala & M. R. A. Productions
",T. Gopichand,Ghantasala,C. H. Narayana Rao,"Folklore
","26 February 1950
",1950
1950,Maaya Rambha,"N. B. Productions
","T. P. Sundaram
",Ogirala Ramachandra Rao,Anjali Devi,"Folklore
","22 September 1950
",1950
1951,Modhati Rathri,Prakash Productions,K. S. Prakash Rao,Pendyala Nageswara Rao,G. Varalakshmi,"Drama
","9 June 1950
",1950
1952,Palletoori Pilla,"Sobhanachala & B. A. S. Productions
",B. A. Subba Rao,P. Adinarayana Rao,A. Nageswara Rao,"Folklore
","27 April 1950
",1950
1953,Paramanandayya Sishyulu,"Allied productions
",Kasturi Siva Rao,Ogirala Ramachandra Rao,A. Nageswara Rao,"Comedy
","6 October 1950
",1950
1954,Raja Vikrama,"Kempraj Productions
","Kempraj Urs
","Kempraj Urs, B. Jayamma, ",S. Rajam,"Folklore
","
",1950
1955,Shavukaru,Vijaya Productions,L. V. Prasad,Ghantasala,N. T. Rama Rao,"Social
","7 April 1950
",1950
1956,Samsaram,"Sadhana Productions
",L. V. Prasad,Susarla Dakshinamurthi,A. Nageswara Rao,"Social
","29 December 1950
",1950
1957,Sri Lakshmamma Katha,"Prathibha Productions
",Ghantasala Balaramayya,C. R. Subburaman,A. Nageswara Rao,"Folklore
","26 February 1950
",1950
1958,Sri Saibaba,"Unity Pictures
","Pattabhi
","Mallikarjun (Mallik)
","Mannava Ramachandra Rao, Adhanki Srirama Murthy, Hemalatha, ","Devotional
","21 December 1950
",1950
1959,Swapna Sundari,"Prathibha Productions
",Ghantasala Balaramayya,C. R. Subburaman,A. Nageswara Rao,"Fantasy
","9 November 1950
",1950
1960,Thirugubatu,"Ragini Films
",P. Pullaiah,"Bhimavarapu Narasimha Rao
",C. H. Narayana Rao,"Social
","19 March 1950
",1950
1961,Vaali – Sugreeva,"Asoka Movies
","Jampana
",S. Rajeswara Rao,C. S. R. Anjaneyulu,"Devotional
","19 January 1950
",1950
1962,Anantha Ragalu,"Prabhakar (Story/Screenplay/Direction) Dialogues: Kompella Viswam
","Sree Sankuchakra Movies
","Sivaji Raja
","Prabhakar, Subhakar, Mohan Rao, Subrahmanyam, Bhanupriya, Rajyalakshmi, Purnima, Rohini
","College Romantic
","3 December 1982
",1982
1963,Andagaadu,"T. N. Balu
","Balu Cine Art
","Ilaiyaraja
",Kamal Haasan,unknown,"6 February 1982
",1982
1964,Amara Geetham,R. Sundarrajan,"Goteti Films
",laiyaraaja,Mohan,"
","3 September 1982
",1982
1965,Anuraga Devatha,"Tatineni Rama Rao
","Rama Krishna Cine Studios
","Chakravarthy
",N. T. Rama Rao,Romance,"9 January 1982
",1982
1966,Aththaku Thagga Allullu,Rama Narayanan,"Lavanya Arts
","J. V. Raghavulu
","Vijayasanthi, Radha, Suresh, Murali, Raja Sulochana,
","Comedy/Romance
","7 October 1982
",1982
1967,Bandhalu Anubandhalu,"Bhargav
","Guna Chitra
","K. V. Mahadevan
","Sobhan Babu, Lakshmi, Chiranjeevi, Jaggaiah, Mada, Padmanabham, Pandari Bai
","Drama
","26 November 1982
",1982
1968,Bangaru Bhoomi,"P. Chandrashekar Reddy (Story/Screenplay/Direction)
","Mahaeswari Movies
","J. V. Raghavulu
","Krishna Gattamaneni, Sridevi
",unknown,"14 January 1982
",1982
1969,Bangaru Kanuka,"V. Madhusudhan Rao
","
",unknown,Akkineni Nageswara Rao,Romance,"
",1982
1970,Bangaru Koduku,"
","
",unknown,unknown,unknown,"
",1982
1971,Bhakta Dhruvamarkandeya,"Bhanumathi Ramakrishna (Story/Screenplay/Dialogues/Direction/ Musical Supervision)
","Bharani Pictures
","S. Rajeswara Rao
","Sobhana, Vamsikrishna, Hari, Ravisankar, Rohini, Rani, Rajasyamala, Babu, Suresh etc.
","Devotional (U) Kids movie
","19 November 1982
",1982
1972,Bhakta Gnanadeva,"Hunsur Krishnamurthy
","Praveena Art Pictures
","G. K. Venkatesh
",Jayanthi,"Devotional (U)
","25 December 1982
",1982
1973,Bhale Kapuram,"
","
",unknown,unknown,unknown,"
",1982
1974,Billa-Ranga,"K. S. R. Das
","P.N.R Pictrues
",unknown,"Chiranjeevi, Mohan Babu, Shyamala, Swapna
",unknown,"
",1982
1975,Bobbili Puli,"Dasari Narayana Rao
","
",unknown,"N. T. Rama Rao, Sridevi",patriotic drama,"
",1982
1976,Cancer-Sukhavyadhulu,"Pillai Dialogues: Vituri
","Sastha Productions (Trivandrum)
","Syam
","
","Medical Educational (A)
","26 February 1982
",1982
1977,Chalaki Chellamma,"
","
",unknown,unknown,unknown,"
",1982
1978,Chandamama,"Relangi Narasimha Rao (Direction)
","K.C. Films International
",unknown,"Murali Mohan, Saritha, Mohan Babu, Fatafat
",unknown,"26 June 1982
",1982
1979,Chattamtho Chelagatam,"N. S. Rajbharath Dialogues:- Rajasri
","Sri Vijaya Art Pictures
","Shankar Ganesh
","Rajesh, Baby Anju, Sreenath, Sumangali, Santhikrishna, A. Veerappan, Vani, Jayaram, Madhan
","Crime Thriller
","26 February 1982
",1982
1980,Chilipi Chinnodu,"Rangarajan
","
","Ilaiyaraja
","
","
","18 June 1982
",1982
1981,Chilipi Vayasu,"M. A. KazaThis column needs further ref work, is a Tamil Dubbed movie, (Raadhika as press reporter), should have the following actors, actresses - Padmanabham, Suryakantham, Rama Prabha
","Jaya Padma Movies
","Shankar Ganesh
",Sudhakar,"(A) CBFC 12 November 1980
","26 March 1982
",1982
1982,Devatha,"K. Raghavendra Rao
","Suresh Productions
","Chakravathy
",Sobhan Babu,"(A)
","10 September 1982
",1982
1983,Dharma Vaddi,"K. B. Tilak
","Roopachitra Kalamandir
","Pendyala
","Jaggaiah, Krishnaveni, Saichand, Sudhakar, Nutan Prasad
","(U) CBFC 31 December 1981
","20 March 1982
",1982
1984,Doctor Cine Actor,"
","
",unknown,unknown,unknown,"
",1982
1985,Doctor Malathi,"
","
",unknown,unknown,unknown,"
",1982
1986,Dongalosthunnaru Jagratta,"R. Thygarajan
","Ramana Art Films
","
","
","
","2 April 1982
",1982
1987,Edhi Dharmam Edhi Nyayam,"
","
",unknown,unknown,unknown,"
",1982
1988,Ee Charithra Ye Siratho,"Vejella Satyanarayana (Screenplay/Direction)
","Sai Lakshmi Films
","Sivaji Raaja
","Siva Krishna, Sai Chand, Gokina Rama Rao, P. L. Narayana, Ranganadh, Anupama
",unknown,"
",1982
1989,Ee Kaalam Katha,"
","
",unknown,unknown,unknown,"
",1982
1990,Eenadu,"
","
",unknown,unknown,unknown,"
",1982
1991,Eeswara Kataksham,"A. P. Nagarajan
","Sebari Art Pictures
","
","K. B. Sundarambal, ","Devotional (U) CBFC missing
","22 January 1982
",1982
1992,Ekalavya,"
","
",unknown,unknown,unknown,"
",1982
1993,Emandoyi Srimathigaru,"
","
",unknown,unknown,unknown,"
",1982
1994,Entha Gaatu Premayo,"
","
",unknown,unknown,unknown,"
",1982
1995,Evandoy Srimathi Garu,"Relangi Narasimha Rao
","Raja Lakshmi Combines
","Krishna - Chakra
","Chandra Mohan Raadhika, Giri Babu, K. Vijaya
","
","5 February 1982
",1982
1996,Garuda Rekha,"P. S. Prakash
","Ramgopal Enterprises
","Satyam
","Srinath, Ambika, Madhavi, K. Vijaya, Dinesh, Vajramuni, Tiger Prabhakar,  Shakti Prasad,
","
","CBFC 8 October 1982 12 November 1982
",1982
1997,Golkonda Abbulu,"Dasari Narayana Rao
","Lakshmi Devi Films
","K. V. Mahadevan
","Krishnam Raju
","(U)
","25 August 1982
",1982
1998,Gopala Krishnudu,"A. Kodandamari Reddy
","
",unknown,"Akkineni Nageswara Rao, Jayasudha, ",unknown,"
",1982
1999,Grama Kakshalu,"V. C. Guhanathan (Story/Screenplay/Direction)
","Suresh Enterprises
","Ilaiyaraja
","Rajanikanth, Sridevi, Sripriya, Vijayakuma, Jaishankar
","
","30 July 1982
",1982
2000,Gruha Pravesam,"
","
",unknown,unknown,unknown,"
",1982
2001,Hanthakulaku Saval,S. P. Muthuraman,"Narayana Art Movies
","Ilaiyaraja
","Rajanikanth, Rati Agnihotri, Sumalatha, V. K. Ramaswamy, Cho Ramaswamy
","
","3 December 1982
",1982
2002,Himabindu,unknown,unknown,unknown,unknown,"
","6 March 1982
",1982
2003,Iddaru Kodukulu,"
","
",unknown,unknown,unknown,"
",1982
2004,Idi Pellantara,"D. Vijaya Bhaskar
","
",unknown,Chiranjeevi,unknown,"
",1982
2005,Illali Korikalu,"G. Raam Mohan Rao
","Babu Arts
","Chakravathy
","Sobhan Babu, Jaya Sudha, Satyanarayana, Nirmala, Saroja, Rohini, Dr. M. Prabhakar Reddy
","(U)
","28 October 1982
",1982
2006,Illanta Sandadi,"Relangi Narasimha Rao
","Rajalakshmi Combines
","Krishna  - Chakra
","Chandra Mohan, Nutan Prasad, Prabha, Nirmala, Suvarna, Dr. M. Prabhakar Reddy, ","(U) CBFC 16 July 1982
","14 November 1982
",1982
2007,Intlo Ramayya Veedhilo Krishnayya,"Kodi Ramakrishna
","
",unknown,Chiranjeevi,unknown,"
",1982
2008,Jagannadha Rathachakralu,"
","
",unknown,unknown,unknown,"
",1982
2009,Jaggu,"
","
",unknown,unknown,unknown,"
",1982
2010,Jai Mahakali,"Babubhai Mistri
","T.G.P. Art Pictures
","A. A. Raj
","Vikram Gokhale, Ranjana Deshmukh, Hercules, Dinesh Hingoo
","Devotional (U)
","22 October 1982
",1982
2011,Jai Santhoshi Matha,"Vijay Sharma
","Choodamani Combines
","C. Arjun & A. A. Raj
","Anita Guha, Ashish Kumar, Kanan Kaushal, Rajan Haksar, Leela Mishra, Manhar Desai, Mahipal, Trilok Kapoor
","Devotional (U)
","4 June 1982
",1982
2012,Jayamalini,"A. Jagananathan
","Mas Combines
","Shankar Ganesh
","Jayamalini, Jayachitra, Jai Ganesh, Srikanth
","(A) CBFC 15 September 1982
","15 October 1982
",1982
2013,Jayasudha,"K. V. Nandana Rao
","Taraka Prabhu Films
","Ramesh Naidu
","Jaya Sudha
",unknown,"1 January 1982
",1982
2014,Justice Chowdary,"K. Raghavendra Rao
","
",unknown,"N. T. Rama Rao, Sridevi, Sharada, Jayanthi",romance,"
",1982
2015,Kadali Vachina Kanaka Durga,"K. S. Reddy
","Surekha Enterprises
","Satyam
","Kavitha, Prasad Babu, Allu Rama Lingaiah, Ramana Murthy, Padmanbham, Sakshi Ranga Rao, Suryakantam
","(U) CBFC 19 August 1982
","20 November 1982
",1982
2016,Kalahala Kapuram,"
","
",unknown,unknown,unknown,"
",1982
2017,Kalavari Samsaram,"K. S. Rami Reddy
","
","K. V. Mahadevan
",Krishna,drama,"3 December 1982
",1982
2018,Kaliyuga Ramudu,"K. Bapaiah
","
",unknown,"N. T. Rama Rao, ","action, crime","
",1982
2019,Kayyala Ammayi Kalavari Abbayi,"C. Venakata Ganesh
","Sri Dakshayani Creations
","Krishna-Chakra
","Chandra Mohan, Raadhika, Satyanarayana, Allu Rama Lingaiah, Nutan Prasad, Ralla Palli, Manjula, Nirmala
","(U) CBFC Comedy
","3 September 1982
",1982
2020,Korukunna Mogudu,"Katta Subba Rao
","Vishnupriya Productions
","Satyam
","Sobhan Babu, Lakshmi, Jayasudha, Nutan Prasad, Kaikala Satyanarayana
","Family Drama (U)
","12 June 1982
",1982
2021,Kotha Neeru,K. S. Prakasa Rao,"Chitra Sahithi
","Ramesh Naidu
","Chandra Mohan, Deepa, Kakarala, Allu Rama Lingaiah
","(A) CBFC 7 February 1981
","7 November 1982
",1982
2022,Krishnarjunulu,"
","
",unknown,unknown,unknown,"
",1982
2023,Krishnavataram,"Bapu (Direction)
","Chitra Kalpana Films
","K. V. Mahadevan
","Krishna, Sridevi, Vijayasanthi, K. Vijaya, P. R. Varalakshmi, Ramana Murthy,  Vijaya Sumitra
",unknown,"22 September 1982
",1982
2024,Madhura Swapnam,"K. Raghavendra Rao
","Gopi Krishna Movies
","Satyam
",Krishnam Raju,unknown,"14 January 1982
",1982
2025,Mahanati,"S. R. Puttanna Kanagal
","Venkata Krishna Films
",M. Ranga Rao,Ambarish,"
","2 October 1982
",1982
2026,Mahaprasthanam,"K. Hemambaradara Rao
","Naveena Art Pictures
","Chakravarthy
",unknown,unknown,"25 June 1982
",1982
2027,Malle Pandhiri,"
","
",unknown,unknown,unknown,"
",1982
2028,Manchu Pallaki,Vamsy,"Godavari Chitra
",Rajan-Nagendra,"Chiranjeevi, Suhasini, Rajendra Prasad, Sai-chand","(U) CBFC 16 November 1982
","20 November 1982
",1982
2029,Mantralaya Raghavendra Vaibhavam,"
","
",unknown,unknown,unknown,"
",1982
2030,Maro Malupu,"Vejella Satyanarayana
","
",unknown,Gummadi Venkateswara Rao,social,"
",1982
2031,Meghasandesam,"Dasari Narayana Rao
","
",unknown,"Akkineni Nageswara Rao, Jaya Prada, Jayasudha",drama,"
",1982
2032,Mettela Savvadi,J. Mahendran,"Lakshmi Nilaya Films
",Ilaiyaraaja,"Sarath Babu, Raadhika
","(U) CBFC 22 November 1982
","27 November 1982
",1982
2033,Mondi Ghatam,"Raja Chandra
","Anantha Lakshmi International
","Satyam
","Chiranjeevi, Raadhika, Kaikala Satyanarayana Gummadi, Annapurna, Rallapalli, Ravi Kondala Rao
","(A) CBFC 17 August 1982
","6 November 1982
",1982
2034,Musalodiki Dasara Panduga,S. P. Muthuraman,"Sri Vigneswara Cine Art Creations
","Ilaiyaraaja
",Rajinikanth,"
","15 May 1982
",1982
2035,Naa Desam,K. Bapaiah,"Pallavi Devi Productions
","Chakravarthy
","N. T. Rama Rao, ","(A) CBFC 11 October 1982
","27 October 1982
",1982
2036,Naa Pere Johnny,J. Mahendran,"Trisul International
",Ilaiyaraaja,Rajinikanth,"
","
",1982
2037,Nalugu Sthambalata,"Jandhyala
","
",unknown,Naresh,drama,"
",1982
2038,Neethi Devan Mayakkam,Bapu,"
",unknown,Bhanu Chander,unknown,"
",1982
2039,Nipputo Chelagaatam,Kommineni Seshagiri Rao,"
",unknown,Krishnam Raju,unknown,"
",1982
2040,Nireekshana,Balu Mahendra,"
",unknown,Bhanu Chander,unknown,"
",1982
2041,Nivuru Gappina Nippu,"
","
",unknown,unknown,unknown,"
",1982
2042,O Adadhi O Magadu,"Dasari Narayana Rao
","Kaviratna Movies
","M. S. Viswanathan
","Alekhya, Ravindra, Balaji, Shahida, Srihari Murthy, Nagurbabu
",unknown,"27 October 1982
",1982
2043,Pagabattina Bebbuli,"S. V. Rajendra Singh Babu
","Sri Vigneswari Cine Art Creations
","Satyam
","Arjun, Aruna, Jayanthi, Amrish Puri, Fighter Shetty etc.,
","
","12 November 1982
",1982
2044,Pagabattina Simham,"P. Chandrasekhara Reddy
","Chandra Cine Arts
","Satyam
","Krishna, Jaya Prada, Prabha, Geetha, Prasad Babu, Satyanarayana, etc.
",unknown,"3 September 1982
",1982
2045,Palletoori Simham,S. P. Muthuraman,"Sujatha Films (P) Ltd
","Ilaiyaraaja
","Kamal Haasan, Ambika, Silk Smitha
","(U) CBFC 2 December 1982
","10 December 1982
",1982
2046,Propakari Papanna,"D. S. Prakasa Rao (Screenplay/Direction)
","Sri Tirumala Nagore Combines
","S. Hanumantha Rao
","Chandra Mohan, Kaikala Satyanarayana
","(A) CBFC 20 October 1982
","
",1982
2047,Patnam Mogudu Palletoori Pellam,T. S. B. K. Moulee,"T.V. International
",Shyam,Prathap K. Pothan,"
","30 April 1982
",1982
2048,Patnam Vachina Pativrathalu,T. S. B. K. Moulee,"
",unknown,Chiranjeevi,unknown,"
",1982
2049,Pelleedu Pillalu,Bapu,"Annapurna Pictures (P) Ltd.
","M. S. Viswanathan
",Suresh,unknown,"23 July 1982
",1982
2050,Pellilla Perayya,"Kommineni
","G.V.K Combines
","J. V. Raghavulu
","Chandra Mohan, Kaikala Satyanarayana, Giri Babu, Aruna, Prabha, Narayana Rao, Kavitha, Nutan Prasad, Krishnaveni, PL. Narayana, Sakshi Ranga Rao, Jyothilakshmi
","Comedy (U)
","18 June 1982
",1982
2051,Poola Pallaki,"C. Umamaheswara Rao (Screenplay/Direction)
","Sri Durga Movie Enterprises
","Ilaiyaraaja
","Nalinikanth, Bhanuchandar, Prathap K Pothan, Aruna, Karate Lakshmi, Sridhar, Eeswar
",unknown,"9 October 1982
",1982
2052,Pralaya Rudrudu,"A. Kodhanda Rami Reddy
","Viswa Chitra Cine Enterprises
","Chakravarthy
","Krishnam Raju, Mohan Babu, Narayana Rao, Rao Gopala Rao, Dr. M. Prabhakar Reddy Jayaprada, Aruna
","(A) CBFC 25 November 1982
","10 December 1982
",1982
2053,Prathikaram,"
","
",unknown,unknown,unknown,"
",1982
2054,Pratigya,"
","
",unknown,unknown,unknown,"
",1982
2055,Prema Murthulu,"
","
",unknown,unknown,unknown,"
",1982
2056,Prema Nakshatram,"P. Sambasiva Rao
","Hema International
",unknown,"Krishna, Sridevi, Manjula, Prasad Babu, Sulaks-hana
","(A)
","
",1982
2057,Prema Sankellu,"Vijaya Nirmala (Screenplay/Direction)
","Sri Vijaya Krishna Movies
",unknown,"Naresh, Syamala Gowri, Jaggaiah, Manjula, Subha, Satyanarayana, Jyothi Lakshmi, Giri Babu
","(U)
","6 November 1982
",1982
2058,Premaku Padhabhishekam,"Durai
","Raghavendra Art Movies
",Vijaya T. Rajendar,"Dileep, Mohan, Poornima Jayaram, Sukumari, Sudha
","
","24 September 1982
",1982
2059,Punyabhumi Kallu Terichindhi,"Devadas Kanakala
","Arunodaya Film International
",unknown,unknown,"Eastman Color
","31 July 1982
",1982
2060,Purandara Dasu,"R. Ramamurthy
","Vijaya Lakshmi Citra
","Pendyala Nageswara Rao
","A movie for kids by kids aged between 10 and 14
","(U) Color Devotional by Child Artist
","10 September 1982
",1982
2061,Raaga Deepam,Dasari Narayana Rao,"Veera Rani Enterprises
","Chakravarthy
",Akkineni Nageswara Rao,unknown,"11 January 1982
",1982
