,Title,Director,Production,Music Composer,Cast,Genre,Release Date,Year
363,Loguttu Perumallukeruka,K. S. R. Doss,unknown,"
",Shobhan Babu,unknown,unknown,1966
364,Manase Mandiram,C. V. Sridhar,unknown,"
",Akkineni Nageswara Rao,Drama,unknown,1966
365,Mangalasutram,A. K. Velaa,unknown,"
",N. T. Rama Rao,unknown,unknown,1966
366,Monagallaku Monagadu,"S. D. Lal
",unknown,"
",S. V. Ranga Rao,"Action, thriller
",unknown,1966
367,Navaratri,Tatineni Rama Rao,unknown,"
",Akkineni Nageswara Rao,Drama,unknown,1966
368,Palnati Yuddham,Gutha Ramineedu,unknown,"
",N. T. Rama Rao,Drama,unknown,1966
369,Paramanandayya Sishyula Katha,Chittajallu Pullayya,unknown,"
",N. T. Rama Rao,Drama,unknown,1966
370,Pidugu Ramudu,B. Vittalacharya,unknown,"
",N. T. Rama Rao,unknown,unknown,1966
371,Potti Pleader,K. Hemambharadhara Rao,unknown,"
",B. Padmanabham,unknown,unknown,1966
372,Rangula Ratnam,B. N. Reddi,unknown,"
",Chandra Mohan,Drama,unknown,1966
373,Sangeeta Lakshmi,Giduturyi Suryam,unknown,"
",N. T. Rama Rao,unknown,unknown,1966
374,Shakuntala,Kamalakara Kameshwara Rao,unknown,"
",N. T. Rama Rao,unknown,unknown,1966
375,Sri Krishna Pandaveeyam,N. T. Rama Rao,unknown,"
",N. T. Rama Rao,unknown,unknown,1966
376,Shrimati,Vijayareddy,unknown,"
",Kanta Rao,unknown,unknown,1966
377,Sri Krishna Tulabharam,Kamalakara Kameswara Rao,unknown,"
",N. T. Rama Rao,unknown,unknown,1966
378,Srikakula Andhra Maha Vishnu Katha,A. K. Sekhar,unknown,"
",N. T. Rama Rao,unknown,unknown,1966
379,Aada Paduchu,K. Hemambharadhara Rao,unknown,"
",Shobhan Babu,Drama,unknown,1967
380,Ave Kallu,A. C. Trilogchander,unknown,"
",Krishna,unknown,unknown,1967
381,Bhakta Prahlada,Chitrapu Narayana Rao,unknown,"
",Rojaramani,Musical,unknown,1967
382,Bhama Vijayam,Chittajallu Pullayya,unknown,"
",N. T. Rama Rao,unknown,unknown,1967
383,Bhuvana Sundari Katha,Chittajallu Pullayya,unknown,"
",N. T. Rama Rao,unknown,unknown,1967
384,Chadarangam,S. V. Ranga Rao,unknown,"
",Haranath (actor),Drama,unknown,1967
385,Chikkadu Dorakadu,B. Vittalacharya,unknown,"
","N. T. Rama Rao, Krishna Kumari",Folklore,unknown,1967
386,Dwapayana Kaivalyam,Ramanna M. L.,unknown,"
",unknown,unknown,unknown,1967
387,Devuni Gelichina Manavudu,Hunsur Krishnamurthy,unknown,"
",T. L. Kantha Rao,Drama,unknown,1967
388,Gruhalakshmi,Bhanumathi,unknown,"
",A. Nageswara Rao,unknown,unknown,1967
389,Gudachari 116,M. Mallikharjuna Rao,unknown,"
",Krishna,Action,unknown,1967
390,Iddaru Monagallu,B. Vittalacharya,unknown,"
",T. L. Kantha Rao,unknown,unknown,1967
391,Kambojaraju Katha,Kamalakara Kameshwara Rao,unknown,"
",Shobhan Babu,Vanisree,unknown,1967
392,Kanchu Kota,C. S. Rao,unknown,"
",N. T. Rama Rao,Drama,unknown,1967
393,Konte Pilla,T. R. Ramanna,unknown,"
",unknown,unknown,unknown,1967
394,Maa Vadina,Kotayya Pratyagatma,unknown,"
",T. L. Kantha Rao,Drama,unknown,1967
395,Nindu Manasulu,S. D. Lal,unknown,"
",NTR,unknown,unknown,1967
396,Nirdoshi,NTR,unknown,"
",unknown,unknown,unknown,1967
397,Pedda Akkayya,B. A. Subba Rao,unknown,"
",Gummadi,Drama,unknown,1967
398,Poola Rangadu,Adurthi Subba Rao,unknown,"
",Akkineni Nageswara Rao,Drama,unknown,1967
399,Prana Mithrulu,P. Pullaiah,unknown,"
",A. Nageswara Rao,Drama,unknown,1967
400,Private Master,K. Vishwanath,unknown,"
",Ram Mohan,Musical,unknown,1967
401,Punyavathi,Dada Mirasi,unknown,"
",Padma Shri,Family Drama,unknown,1967
402,Rahasyam,Vedantam Raghavaiah,unknown,"
",Akkineni Nageswara Rao,Drama,unknown,1967
403,Sakshi,Bapu,unknown,"
",Ghattamaneni Krishna,Drama,unknown,1967
404,Sati Sumathi,Vedantam Raghavaiah,unknown,"
",Kanta Rao,Drama,unknown,1967
405,Sri Krishnavataram,Kamalakara Kameshwara Rao,unknown,"
",N. T. Rama Rao,unknown,unknown,1967
406,Sri Sri Sri Maryada Ramanna,K. Hemambharadhara Rao,unknown,"
",B. Padmanabham,unknown,unknown,1967
407,Stree Janma,K. S. Prakash Rao,unknown,"
",N. T. Rama Rao,Drama,unknown,1967
408,Sudigundalu,Adurthi Subba Rao,unknown,"
",Akkineni Nageswara Rao,Drama,unknown,1967
409,Ummadi Kutumbam,D. Yoganand,unknown,"
",N. T. Rama Rao,Drama,unknown,1967
410,Vasantha Sena,B. S. Ranga,unknown,"
","A. Nageswara Rao, Anjali Devi, Padmini",unknown,unknown,1967
411,Veera Pooja,A. V. Seshagiri Rao,unknown,"
",T. L. Kantha Rao,unknown,unknown,1967
412,Aggi Meeda Guggilam,G. Viswanatham,unknown,unknown,Tadepalli Lakshmi Kanta Rao,Folklore,unknown,1968
413,Amayakudu,A.Narayanamurthy,unknown,unknown,Krishna,Drama,unknown,1968
414,Attagaru Kotha Kodalu,Sanjeevi,unknown,unknown,Krishna,Family drama,unknown,1968
415,Baghdad Gaja Donga,Dasari Yoganand,unknown,unknown,Padma Shri,unknown,unknown,1968
416,Bandhavyalu,S. V. Ranga Rao,unknown,unknown,S. V. Ranga Rao,unknown,unknown,1968
417,Bandipotu Dongalu,Kovelamudi Surya Prakash Rao,unknown,unknown,Akkineni Nageswara Rao,Drama,unknown,1968
418,Bangaru Gaajulu,C. S. Rao,unknown,unknown,Akkineni Nageswara Rao,Family drama,unknown,1968
419,Bangaru Pichika,Bapu,unknown,unknown,Chandra Mohan,unknown,unknown,1968
420,Bangaru Sankellu,Gutha Ramineedu,unknown,unknown,Haranath,Drama,unknown,1968
421,Bhagya Chakramu,Kadri Venkata Reddy,unknown,unknown,N. T. Rama Rao,Folklore,unknown,1968
422,Bhale Master,S. D. Lal,unknown,unknown,N. T. Rama Rao,Drama,unknown,1968
423,Bhale Monagadu,B. Vittalacharya,unknown,unknown,Tadepalli Lakshmi Kanta Rao,Folklore,unknown,1968
424,Bharya,Kovelamudi Surya Prakash Rao,unknown,unknown,Chittor V. Nagaiah,Drama,unknown,1968
425,Brahmachari,Tatineni Rama Rao,unknown,unknown,Akkineni Nageswara Rao,Family drama,unknown,1968
426,Chinnari Papalu,Savitri,unknown,unknown,Kongara Jaggaiah,unknown,unknown,1968
427,Circar Express,M. Krishnan,unknown,unknown,Krishna,Suspense,unknown,1968
428,Devadichina Bharta,P. Padmaraju,unknown,unknown,Tadepalli Lakshmi Kanta Rao,Folklore,unknown,1968
429,Devakanya,K. Hemambaradhara Rao,unknown,unknown,Tadepalli Lakshmi Kanta Rao,Folklore,unknown,1968
430,Evaru Monagadu,R. Sundaram,unknown,unknown,Tadepalli Lakshmi Kanta Rao,Thriller,unknown,1968
431,Govula Gopanna,C. S. Rao,unknown,unknown,Akkineni Nageswara Rao,Drama,unknown,1968
432,Kalisochina Adrushtam,Kasinadhuni Viswanath,unknown,unknown,N. T. Rama Rao,Drama,unknown,1968
433,Kumkuma Barani,Vedantam Raghavaiah,unknown,unknown,Tadepalli Lakshmi Kanta Rao,Drama,unknown,1968
434,Lakshmi Nivasam,unknown,unknown,unknown,unknown,unknown,unknown,1968
435,Manasamsaram,C. S. Rao,unknown,unknown,Sobhan Babu,Folklore,unknown,1968
436,Manchi Kutumbam,V. Madhusudhan Rao,unknown,unknown,Akkineni Nageswara Rao,Family drama,unknown,1968
437,Nadamanthrapu Siri,Tatineni Rama Rao,unknown,unknown,Haranath,unknown,unknown,1968
438,Neerkimi Neervedhaptha Charithra,Narayana Rao,unknown,unknown,Gummadi,unknown,unknown,1968
439,Nene Monaganni,S. D. Lal,unknown,unknown,N. T. Rama Rao,Crime Story,unknown,1968
440,Nenante Nene,V. Ramachandra Rao,unknown,unknown,Krishna,Thriller,unknown,1968
441,Niluvu Dopidi,C. S. Rao,unknown,unknown,N. T. Rama Rao,Drama,unknown,1968
442,Nindu Samsaram,C. S. Rao,unknown,unknown,N. T. Rama Rao,Family drama,unknown,1968
443,Ninne Pelladata,B. V. Srinivas,unknown,unknown,N. T. Rama Rao,Comedy,unknown,1968
444,Paala Manasulu,S. S. R. Sarma,unknown,unknown,Haranath,unknown,unknown,1968
445,Panthaalu Pattimpulu,K. B. Tilak,unknown,unknown,Sobhan Babu,unknown,unknown,1968
446,Papa Kosam,G. V. R. Seshagiri Rao,unknown,unknown,Baby Rani,unknown,unknown,1968
447,Pedaraasi Peddamma Katha,Giduthoori Suryam,unknown,unknown,Tadepalli Lakshmi Kanta Rao,Folklore,unknown,1968
448,Pelliroju,Manapuram Apparao,unknown,unknown,Haranath,unknown,unknown,1968
449,Raja Yogam,Subbarama Das,unknown,unknown,Tadepalli Lakshmi Kanta Rao,Folklore,unknown,1968
450,Ramu,A. C. Trilokchander,unknown,unknown,N. T. Rama Rao,Drama,unknown,1968
451,Rana Bheri,Giduthoori Suryam,unknown,unknown,Tadepalli Lakshmi Kanta Rao,Folklore,unknown,1968
452,Sati Arundhati,K. V. Nandan Rao,unknown,unknown,Tadepalli Lakshmi Kanta Rao,unknown,unknown,1968
453,Sudigundaalu,Adurthi Subbarao,unknown,unknown,Akkineni Nageswara Rao,unknown,unknown,1968
454,Sukha Dukhalu,I. N. Murthy,unknown,unknown,Jayalalithaa,Drama,unknown,1968
455,Thalli Prema,Srikanth,unknown,unknown,N. T. Rama Rao,unknown,unknown,1968
456,Tikka Sankaraiah,Dasari Yoganand,unknown,unknown,N. T. Rama Rao,Comedy,unknown,1968
457,Uma Chandi Gowri Shankarula Katha,Kadri Venkata Reddy,unknown,unknown,N. T. Rama Rao,unknown,unknown,1968
458,Undamma Bottu Pedata,Kasinadhuni Viswanath,unknown,unknown,Krishna,unknown,unknown,1968
459,Veeranjaneya,Kamalakara Kameswara Rao,unknown,unknown,Kanta Rao,unknown,unknown,1968
460,Aadarsa Kutumbam,Kotayya Pratyagatma,unknown,unknown,Akkineni Nageswara Rao,unknown,unknown,1969
461,Aatmiyulu,V. Madhusudan Rao,unknown,unknown,Akkineni Nageshwara Rao,Drama,unknown,1969
462,Adrushtavanthulu,V. Madhusudhan Rao,unknown,unknown,"ANR, Jayalalithaa",unknown,unknown,1969
463,Aggi Pidugu,B. Vittalacharya,unknown,unknown,N. T. Rama Rao,unknown,unknown,1969
464,Aggi Veerudu,unknown,unknown,unknown,unknown,unknown,unknown,1969
465,Ardharathiri,P. Sambasiva Rao,unknown,unknown,Kongara Jaggayya,Drama,unknown,1969
466,Bandhipotu Bhimanna,M. Mallikharjuna Rao,unknown,unknown,Anjali Devi,unknown,unknown,1969
467,Bangaru Panjaram,B. N. Reddy,unknown,unknown,Shobhan Babu,Drama,unknown,1969
468,Bhale Mastaru,S. D. Lal,unknown,unknown,Anjali Devi,unknown,unknown,1969
469,Bhale Rangadu,Tatineni Rama Rao,unknown,unknown,Akkineni Nageswara Rao,unknown,unknown,1969
470,Bhale Thammudu,B. A. Subba Rao,unknown,unknown,N. T. Rama Rao,unknown,unknown,1969
471,Buddhimantudu,Bapu,unknown,unknown,Akkineni Nageswara Rao,unknown,unknown,1969
472,Ekaveera,C. S. Rao,unknown,unknown,N. T. Rama Rao,unknown,unknown,1969
473,Gandaragandudu,K. S. R. Doss,unknown,unknown,unknown,unknown,unknown,1969
474,Gandikota Rahasyam,N. T. Rama Rao,unknown,unknown,unknown,unknown,unknown,1969
475,Gopaludu Bhoopaludu,G. Vishwanathan,unknown,unknown,Jayalalithaa,unknown,unknown,1969
476,Kadaladu Vadaladu,B. Vittalacharya,unknown,unknown,N. T. Rama Rao,unknown,unknown,1969
477,Kathanayakudu,K. Hemambaradhara Rao,unknown,unknown,N. T. Rama Rao,unknown,unknown,1969
478,Mamaku Tagga Kodalu,C. S. Rao,unknown,unknown,unknown,unknown,unknown,1969
479,Manchi Mithrulu,Tatineni Rama Rao,unknown,unknown,Shobhan Babu,unknown,unknown,1969
